mol_id,afinidad_predicha
xyz_newmol0,2.0033333333333334
xyz_newmol10,0.048999999999999995
xyz_newmol11,0.7323333333333334
xyz_newmol12,1.1166666666666667
xyz_newmol13,2.5698333333333334
xyz_newmol14,1.9031666666666665
xyz_newmol15,0.19933333333333333
xyz_newmol16,5.8629999999999995
xyz_newmol17,1.7733333333333332
xyz_newmol18,1.3796666666666668
xyz_newmol19,0.755
xyz_newmol1,0.018933333333333333
xyz_newmol2,0.04566666666666667
xyz_newmol3,4.043
xyz_newmol4,1.0466666666666666
xyz_newmol5,0.27649999999999997
xyz_newmol6,0.7115
xyz_newmol7,0.021766666666666667
xyz_newmol8,0.076
xyz_newmol9,1.6066666666666667
