mol_id,afinidad_predicha
xyz_newmol0,1.1651999999999998
xyz_newmol10,1.1918
xyz_newmol11,0.11739999999999999
xyz_newmol12,1.5219999999999998
xyz_newmol13,1.30296
xyz_newmol14,2.0058
xyz_newmol15,0.638
xyz_newmol16,23.7136
xyz_newmol17,15.86
xyz_newmol18,0.1816
xyz_newmol19,1.5918
xyz_newmol1,0.4643
xyz_newmol2,0.10779999999999998
xyz_newmol3,2.5006
xyz_newmol4,1.77
xyz_newmol5,0.44719999999999993
xyz_newmol6,0.4337
xyz_newmol7,1.0288
xyz_newmol8,2.6656
xyz_newmol9,1.2349999999999999
