mol_id,afinidad_predicha
xyz_newmol0,1.2681999999999998
xyz_newmol10,0.0426
xyz_newmol11,0.4758
xyz_newmol12,2.65
xyz_newmol13,2.80346
xyz_newmol14,2.4219
xyz_newmol15,0.1328
xyz_newmol16,3.7738
xyz_newmol17,13.265899999999998
xyz_newmol18,0.9794
xyz_newmol19,0.4828
xyz_newmol1,0.37136
xyz_newmol2,0.041
xyz_newmol3,2.5558
xyz_newmol4,0.662
xyz_newmol5,0.2262
xyz_newmol6,0.7680999999999999
xyz_newmol7,0.08906
xyz_newmol8,0.07110000000000001
xyz_newmol9,1.0475999999999999
